bharatsad,"@CMDBSNL my business No. 01462-255937 is dead since 1 month when i complaint to bsnl office officer says that this is due to earthquake occured, funny coz no earthquake occured from last 1 year. Even complained to GM OFFICE AJMER still no response,pls pay attention to my request",,Tue Aug 21 07:53:55 +0000 2018
bharatsad,"@BSNL_RJ  my business No. 01462-255937 is dead since 1 month when i complaint to bsnl office officer says that this is due to earthquake occured, funny coz no earthquake occured from last 1 year. Even complained to GM OFFICE AJMER still no response,pls pay attention to my request",,Tue Aug 21 07:51:21 +0000 2018
